Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] New
A0450a,A71EV2A-x0450_A_201_v1,A71EV2A-x0450,Z100642432,CN(C)C(=O)c1ccc(F)cc1Br,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0450a,True
A0451a,A71EV2A-x0451_A_201_v1,A71EV2A-x0451,Z100643660,CNC(=O)c1cn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0451a,True
A0469a,A71EV2A-x0469_A_147_v1,A71EV2A-x0469,Z104924088,CC(C)N1CCN(c2ncccn2)CC1,A71EV2A-x0540/A/87/A_v1,False,5b - A71EV2A-x0469/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5b - A0469/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5b - A0469/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0469a,True
A0473a,A71EV2A-x0473_A_147_v1,A71EV2A-x0473,Z1082839290,O=S(=O)(NC1CCCC1)C1CCOCC1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0473a,True
A0486a,A71EV2A-x0486_A_147_v1,A71EV2A-x0486,Z1148165337,CN(C)C(=O)Cn1ncc2ccccc21,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1s - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0486a,True
A0487a,A71EV2A-x0487_A_250_v1,A71EV2A-x0487,Z1148747945,CC(=O)Nc1ccncc1C,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0487a,True
A0488a,A71EV2A-x0488_A_147_v1,A71EV2A-x0488,Z1154747269,O=c1ccncn1CCO,A71EV2A-x0488/A/68/A_v1,False,7b - A71EV2A-x0488/A/147,7 - A71EV2A-x0488/A/147/1,F1t - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71/2A/open,7b - A0488/A/147,7 - A0488/A/147/1,F1t - A0488/A/147,A1 - monomer,F1 - A71/2A/open,7b - A0488/A/147,7 - A0488/A/147/1,F1t - A0488/A/147,A1 - monomer,F1 - A71/2A/open,A0488a,True
A0497a,A71EV2A-x0497_A_147_v1,A71EV2A-x0497,Z1198158918,N#Cc1n[nH]c2ccccc12,A71EV2A-x0395/A/63/A_v1,False,2a - A71EV2A-x0395/A/148,2 - A71EV2A-x0395/A/148/1,F2k - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A0395/A/148,2 - A0395/A/148/1,F2k - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A0395/A/148,2 - A0395/A/148/1,F2k - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,A0497a,True
A0501a,A71EV2A-x0501_A_151_v1,A71EV2A-x0501,Z1198177230,COc1ccccc1-c1nnco1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0501a,True
A0501b,A71EV2A-x0501_A_152_v1,A71EV2A-x0501,Z1198177230,COc1ccccc1-c1nnco1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3d - A71EV2A-x0501/A/152/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3d - A0501/A/152,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3d - A0501/A/152,A1 - monomer,F3 - A71/2A/open/long/cell,A0501a,True
A0514b,A71EV2A-x0514_A_250_v1,A71EV2A-x0514,Z1201620232,COc1ccc2sc(N)nc2c1,A71EV2A-x3181/A/20/A_v1,False,4a - A71EV2A-x3181/A/202,4 - A71EV2A-x3181/A/202/1,F3o - A71EV2A-x0514/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,4a - A3181/A/202,4 - A3181/A/202/1,F3o - A0514/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,4a - A3181/A/202,4 - A3181/A/202/1,F3o - A0514/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0514b,True
A0514a,A71EV2A-x0514_B_151_v1,A71EV2A-x0514,Z1201620232,COc1ccc2sc(N)nc2c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0514a,True
A0515a,A71EV2A-x0515_A_201_v1,A71EV2A-x0515,Z1201621547,COC(=O)c1ccncc1N,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0515a,True
A0515b,A71EV2A-x0515_A_147_v1,A71EV2A-x0515,Z1201621547,COC(=O)c1ccncc1N,A71EV2A-x0395/A/63/A_v1,False,2a - A71EV2A-x0395/A/148,2 - A71EV2A-x0395/A/148/1,F2k - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A0395/A/148,2 - A0395/A/148/1,F2k - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,2a - A0395/A/148,2 - A0395/A/148/1,F2k - A0497/A/147,A1 - monomer,F2 - A71/2A/open/small/cell,A0515b,True
A0517a,A71EV2A-x0517_A_147_v1,A71EV2A-x0517,Z1203107138,CCn1cc(C(=O)NCc2ccc(F)cc2)cn1,A71EV2A-x0517/A/43/A_v1,False,9a - A71EV2A-x0517/A/147,9 - A71EV2A-x0517/A/147/1,F1v - A71EV2A-x0517/A/147/1,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1v - A0517/A/147,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1v - A0517/A/147,A1 - monomer,F1 - A71/2A/open,A0517a,True
A0525a,A71EV2A-x0525_A_246_v1,A71EV2A-x0525,Z1216861874,O=c1ccc(OC(F)F)c[nH]1,A71EV2A-x0540/A/87/A_v1,False,5c - A71EV2A-x0540/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0525a,True
A0526a,A71EV2A-x0526_A_147_v1,A71EV2A-x0526,Z1217131798,Cc1nccn1-c1cccnc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0526a,True
A0528b,A71EV2A-x0528_A_201_v1,A71EV2A-x0528,Z1217960891,CN1CC[C@@H](Oc2cccc(F)c2)C1=O,A71EV2A-x3181/A/20/A_v1,False,4a - A71EV2A-x3181/A/202,4 - A71EV2A-x3181/A/202/1,F2p - A71EV2A-x0528/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,4a - A3181/A/202,4 - A3181/A/202/1,F2p - A0528/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,4a - A3181/A/202,4 - A3181/A/202/1,F2p - A0528/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0528b,True
A0528a,A71EV2A-x0528_A_147_v1,A71EV2A-x0528,Z1217960891,CN1CC[C@@H](Oc2cccc(F)c2)C1=O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,1a - A0526/A/147,1 - A0526/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71/2A/open/small/cell,A0528a,True
A0540a,A71EV2A-x0540_A_147_v1,A71EV2A-x0540,Z124039706,N#Cc1ccc(CNCc2ccc(F)cc2)cc1,A71EV2A-x0540/A/87/A_v1,False,5c - A71EV2A-x0540/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0540a,True
A0541a,A71EV2A-x0541_A_147_v1,A71EV2A-x0541,Z1246465616,Cc1noc(C)c1C[C@@H](C)C(=O)N(C)C,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0541a,True
A0554b,A71EV2A-x0554_A_147_v1,A71EV2A-x0554,Z1255459547,CC(=O)Nc1cccc2cc[nH]c12,A71EV2A-x0554/A/58/A_v1,False,14a - A71EV2A-x0554/A/147,14 - A71EV2A-x0554/A/147/1,F1aa - A71EV2A-x0554/A/147/1,A1 - monomer,F1 - A71/2A/open,14a - A0554/A/147,14 - A0554/A/147/1,F1aa - A0554/A/147,A1 - monomer,F1 - A71/2A/open,14a - A0554/A/147,14 - A0554/A/147/1,F1aa - A0554/A/147,A1 - monomer,F1 - A71/2A/open,A0554b,True
A0554a,A71EV2A-x0554_A_201_v1,A71EV2A-x0554,Z1255459547,CC(=O)Nc1cccc2cc[nH]c12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0554a,True
A0556a,A71EV2A-x0556_A_147_v1,A71EV2A-x0556,Z1259207775,Cn1cc(N)c(C(=O)NC2CCC2)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0556a,True
A0566a,A71EV2A-x0566_A_147_v1,A71EV2A-x0566,Z1267800292,CNC(=O)c1cccc2cc[nH]c12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1e - A71EV2A-x0566/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1e - A0566/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1e - A0566/A/147,A1 - monomer,F1 - A71/2A/open,A0566a,True
A0571a,A71EV2A-x0571_A_147_v1,A71EV2A-x0571,Z1270393711,COCc1cc(C(N)=O)no1,A71EV2A-x0517/A/43/A_v1,False,9a - A71EV2A-x0517/A/147,9 - A71EV2A-x0517/A/147/1,F1v - A71EV2A-x0517/A/147/1,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1v - A0517/A/147,A1 - monomer,F1 - A71/2A/open,9a - A0517/A/147,9 - A0517/A/147/1,F1v - A0517/A/147,A1 - monomer,F1 - A71/2A/open,A0571a,True
A0586a,A71EV2A-x0586_A_147_v1,A71EV2A-x0586,Z1333043510,CN1CCCc2ccc(S(N)(=O)=O)cc21,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0586a,True
A0269a,A71EV2A-x0269_A_147_v1,A71EV2A-x0269,Z1456069604,O=C(N[C@@H]1CCCNC1)c1ccccc1,A71EV2A-x0395/A/63/A_v1,False,2a - A71EV2A-x0395/A/148,2 - A71EV2A-x0395/A/148/1,F1j - A71EV2A-x0395/A/147/1,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1j - A0395/A/147,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1j - A0395/A/147,A1 - monomer,F1 - A71/2A/open,A0269a,True
A0278b,A71EV2A-x0278_A_147_v1,A71EV2A-x0278,Z1491353358,N[C@H]1CCN(S(=O)(=O)c2ccccc2)C1,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0278b,True
A0278a,A71EV2A-x0278_A_201_v1,A71EV2A-x0278,Z1491353358,N[C@H]1CCN(S(=O)(=O)c2ccccc2)C1,A71EV2A-x0540/A/87/A_v1,False,5c - A71EV2A-x0540/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0278a,True
A0305a,A71EV2A-x0305_A_147_v1,A71EV2A-x0305,Z1639162606,CNS(=O)(=O)c1cccc(C)c1F,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0305a,True
A0309a,A71EV2A-x0309_A_147_v1,A71EV2A-x0309,Z1685106505,Cn1ccnc1-c1noc(C2CCC2)n1,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1s - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0309a,True
A0310a,A71EV2A-x0310_A_147_v1,A71EV2A-x0310,Z1688504114,Cc1nn(C)c(C)c1NC(=O)CC#N,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1g - A71EV2A-x0853/A/147/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1g - A0853/A/147,A1 - monomer,F1 - A71/2A/open,A0310a,True
A0608a,A71EV2A-x0608_A_147_v1,A71EV2A-x0608,Z2064898339,Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1s - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0608a,True
A0691a,A71EV2A-x0691_A_201_v1,A71EV2A-x0691,Z285782452,CNc1ccccc1S(C)(=O)=O,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0691a,True
A0152a,A71EV2A-x0152_A_147_v1,A71EV2A-x0152,Z31602870,O=C1CN(C(=O)COc2ccccc2)CCN1,A71EV2A-x0540/A/87/A_v1,False,5c - A71EV2A-x0540/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0152a,True
A0152b,A71EV2A-x0152_A_201_v1,A71EV2A-x0152,Z31602870,O=C1CN(C(=O)COc2ccccc2)CCN1,A71EV2A-x0395/A/63/A_v1,False,2a - A71EV2A-x0395/A/148,2 - A71EV2A-x0395/A/148/1,F1i - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1i - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1i - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0152b,True
A0188a,A71EV2A-x0188_A_147_v1,A71EV2A-x0188,Z355202286,CC[C@@H]1CN(S(=O)(=O)N(C)C)CCO1,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0188a,True
A0194a,A71EV2A-x0194_A_147_v1,A71EV2A-x0194,Z3664805965,Fc1ccccc1CNC1CCOCC1,A71EV2A-x0395/A/63/A_v1,False,2a - A71EV2A-x0395/A/148,2 - A71EV2A-x0395/A/148/1,F1i - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1i - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1i - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0194a,True
A0202b,A71EV2A-x0202_A_201_v1,A71EV2A-x0202,Z3765495818,NS(=O)(=O)c1cnc2cccnn12,A71EV2A-x0488/A/68/A_v1,False,7a - A71EV2A-x0202/A/201,7 - A71EV2A-x0488/A/147/1,F1t - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71/2A/open,7a - A0202/A/201,7 - A0488/A/147/1,F1t - A0488/A/147,A1 - monomer,F1 - A71/2A/open,7a - A0202/A/201,7 - A0488/A/147/1,F1t - A0488/A/147,A1 - monomer,F1 - A71/2A/open,A0202b,True
A0202a,A71EV2A-x0202_A_147_v1,A71EV2A-x0202,Z3765495818,NS(=O)(=O)c1cnc2cccnn12,A71EV2A-x0395/A/63/A_v1,False,2a - A71EV2A-x0395/A/148,2 - A71EV2A-x0395/A/148/1,F1i - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1i - A0152/A/201,A1 - monomer,F1 - A71/2A/open,2a - A0395/A/148,2 - A0395/A/148/1,F1i - A0152/A/201,A1 - monomer,F1 - A71/2A/open,A0202a,True
A0207a,A71EV2A-x0207_A_151_v1,A71EV2A-x0207,Z384361454,Cc1cc(C(=O)NC[C@H]2CCOC2)on1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0207a,True
A0228a,A71EV2A-x0228_A_147_v1,A71EV2A-x0228,Z425757818,CS(=O)(=O)N1CCC(O)CC1,A71EV2A-x0540/A/87/A_v1,False,5c - A71EV2A-x0540/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0228a,True
A0229b,A71EV2A-x0229_A_201_v1,A71EV2A-x0229,Z426041412,CS(=O)(=O)Nc1ccc(CN)cc1,A71EV2A-x0541/A/97/A_v1,False,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1n - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,3a - A0541/A/147,3 - A0541/A/147/1,F1n - A0541/A/147,A1 - monomer,F1 - A71/2A/open,A0229b,True
A0229a,A71EV2A-x0229_A_147_v1,A71EV2A-x0229,Z426041412,CS(=O)(=O)Nc1ccc(CN)cc1,A71EV2A-x0540/A/87/A_v1,False,5c - A71EV2A-x0540/A/147,5 - A71EV2A-x0540/A/147/1,F1r - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,5c - A0540/A/147,5 - A0540/A/147/1,F1r - A0525/A/246,A1 - monomer,F1 - A71/2A/open,A0229a,True
A0237a,A71EV2A-x0237_A_151_v1,A71EV2A-x0237,Z437516460,Cc1ccc(CNC(=O)C2CCC2)cn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,1a - A0526/A/147,1 - A0526/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71/2A/open/long/cell,A0237a,True
A0239a,A71EV2A-x0239_A_147_v1,A71EV2A-x0239,Z438067480,CCC(=O)NCc1nnc2n1CCCC2,A71EV2A-x0486/A/143/A_v1,False,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1s - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,6a - A0486/A/147,6 - A0486/A/147/1,F1s - A0486/A/147,A1 - monomer,F1 - A71/2A/open,A0239a,True
