Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] upload_1 2024-11-13,[Other] fragment screen,[Other] DENV-3,[Other] Thumb Site 2,[Other] external,[Other] Primer grip,[Other] New,[Other] DENV-2,[Other] Green Site,[Other] Active site,[Other] unconfirmed
3vws-b,3vws_A_1004_v1,3vws,,Cc1oc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2c1C(=O)O,3vws/A/603/A_v1,False,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,3vws-a,True,False,True,False,False,False,False,False,False,False,False
3vws-a,3vws_A_1003_v1,3vws,,Cc1oc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2c1C(=O)O,3vws/A/603/A_v1,False,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,3vws-a,True,False,True,False,True,False,False,False,False,False,False
5iq6-a,5iq6_A_1003_v1,5iq6,,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1cc(-c2ccccc2)c(=O)n2c1sc1ccc(OC3CCCCC3)cc12,3vws/A/603/A_v1,False,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2k - 5iq6/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2k - 5iq6/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2k - 5iq6/A/1003/1,A1 - monomer,F2 - C2221,5iq6-a,True,False,True,False,True,False,False,False,False,False,False
6xd0-a,6xd0_A_1008_v1,6xd0,,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NC1(C(=O)O)Cc2ccccc2C1,3vws/A/603/A_v1,False,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,4a - 3vws/A/1003,4 - 3vws/A/1003/1,F2j - 3vws/A/1003/1,A1 - monomer,F2 - C2221,6xd0-a,True,False,True,False,True,False,False,False,False,False,False
5i3p-a,5i3p_A_1003_v1,5i3p,,COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5i3p-a,True,False,True,False,True,False,False,False,False,False,False
5hn0-a,5hn0_A_1003_v1,5hn0,,O=C(O)Cc1ccc(O)c(-c2ccccc2)c1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5hn0-a,True,False,True,False,True,False,False,False,False,False,False
5f41-a,5f41_A_1003_v1,5f41,,COc1ccc(CC(=O)O)cc1-c1ccsc1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5f41-a,True,False,True,False,True,False,False,False,False,False,False
6h80-a,6h80_A_1001_v1,6h80,,COc1ccc(CC(=O)O)cc1-c1cccs1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2e - 6h80/A/1001/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2e - 6h80/A/1001/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2e - 6h80/A/1001/1,A1 - monomer,F2 - C2221,6h80-a,True,False,True,False,True,False,False,False,False,False,False
5hmy-a,5hmy_A_1003_v1,5hmy,,O=C(O)Cc1cc(CC(=O)O)cc(-c2ccc(C#CCO)s2)c1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5hmy-a,True,False,True,False,True,False,False,False,False,False,False
5i3q-a,5i3q_A_1003_v1,5i3q,,COc1cc(C)c(C(=O)NS(=O)(=O)c2cccc3cccnc23)cc1-c1ccc(C#CCO)s1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5i3q-a,True,False,True,False,True,False,False,False,False,False,False
5hmx-b,5hmx_A_1003_v1,5hmx,,O=C(O)Cc1cc(CC(=O)O)cc(-c2cccs2)c1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5hmx-b,True,False,True,False,True,False,False,False,False,False,False
5hmz-a,5hmz_A_1003_v1,5hmz,,COc1cc(C)c(C(=O)NS(C)(=O)=O)cc1-c1ccc(C#CCO)s1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5hmz-a,True,False,True,False,True,False,False,False,False,False,False
5hmw-b,5hmw_A_1003_v1,5hmw,,O=C(O)Cc1cc(CC(=O)O)cc(-c2ccccc2)c1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5hmw-b,True,False,True,False,True,False,False,False,False,False,False
5f3z-a,5f3z_A_1003_v1,5f3z,,COc1ccc(CC(=O)O)cc1-c1cccs1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5f3z-a,True,False,True,False,True,False,False,False,False,False,False
6h9r-a,6h9r_A_1001_v1,6h9r,,COc1ccc(CC(=O)O)cc1-c1cccs1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2e - 6h80/A/1001/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2e - 6h80/A/1001/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2e - 6h80/A/1001/1,A1 - monomer,F2 - C2221,6h9r-a,True,False,True,False,True,False,False,False,False,False,False
5f3t-a,5f3t_A_1003_v1,5f3t,,COc1ccc(CC(=O)O)cc1-c1ccccc1,5i3p/A/799/A_v1,False,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,2a - 5i3p/A/1003,2 - 5i3p/A/1003/1,F2d - 5i3p/A/1003/1,A1 - monomer,F2 - C2221,5f3t-a,True,False,True,False,True,False,False,False,False,False,False
d1037a,DNV2_NS5A-x1037_A_1701_v1,DNV2_NS5A-x1037,Z3241250482,O=S1(=O)CC(O)C1,6izz/A/780/A_v1,False,6a - 6izz/A/903,6 - 6izz/A/903/1,F1p - DNV2_NS5A-x1037/A/1701/1,A1 - monomer,F1 - I222,6a - 6izz/A/903,6 - 6izz/A/903/1,F1p - e1037/A/1701,A1 - monomer,F1 - I222,6a - 6izz/A/903,6 - 6izz/A/903/1,F1p - e1037/A/1701,A1 - monomer,F1 - I222,d1037a,True,True,False,False,False,False,False,True,False,False,False
6izx-b,6izx_A_913_v1,6izx,,CC(=O)Oc1ccc2oc(=O)sc2c1,6izz/A/780/A_v1,False,6a - 6izz/A/903,6 - 6izz/A/903/1,F3m - 6izx/A/913/1,A1 - monomer,F3 - I432,6a - 6izz/A/903,6 - 6izz/A/903/1,F3m - 6izx/A/913/1,A1 - monomer,F3 - I432,6a - 6izz/A/903,6 - 6izz/A/903/1,F3m - 6izx/A/913/1,A1 - monomer,F3 - I432,6izx-b,True,False,False,False,True,False,False,True,False,False,False
6izz-a,6izz_A_903_v1,6izz,,CC(=O)Oc1ccc2oc(=O)sc2c1,6izz/A/780/A_v1,False,6a - 6izz/A/903,6 - 6izz/A/903/1,F2n - 6izz/A/903/1,A1 - monomer,F2 - C2221,6a - 6izz/A/903,6 - 6izz/A/903/1,F2n - 6izz/A/903/1,A1 - monomer,F2 - C2221,6a - 6izz/A/903,6 - 6izz/A/903/1,F2n - 6izz/A/903/1,A1 - monomer,F2 - C2221,6izz-a,True,False,True,False,True,False,False,False,False,False,False
6xd1-a,6xd1_A_1003_v1,6xd1,,CCCCN(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(=O)N1CCN(C(=O)C(C)(c2ccccc2)c2ccccc2)[C@@H](C(=O)O)C1,6xd1/A/474/A_v1,False,15a - 6xd1/A/1003,15 - 6xd1/A/1003/1,F2x - 6xd1/A/1003/1,A1 - monomer,F2 - C2221,15a - 6xd1/A/1003,15 - 6xd1/A/1003/1,F2x - 6xd1/A/1003/1,A1 - monomer,F2 - C2221,15a - 6xd1/A/1003,15 - 6xd1/A/1003/1,F2x - 6xd1/A/1003/1,A1 - monomer,F2 - C2221,6xd1-a,True,False,True,False,True,False,False,False,False,False,False
d0135a,DNV2_NS5A-x0135_A_1608_v1,DNV2_NS5A-x0135,Z438067480,CCC(=O)NCc1nnc2n1CCCC2,DNV2_NS5A-x0135/A/871/A_v1,False,8a - DNV2_NS5A-x0135/A/1608,8 - DNV2_NS5A-x0135/A/1608/1,F1q - DNV2_NS5A-x0135/A/1608/1,A1 - monomer,F1 - I222,8a - d0135/A/1608,8 - d0135/A/1608/1,F1q - d0135/A/1608,A1 - monomer,F1 - I222,8a - d0135/A/1608,8 - d0135/A/1608/1,F1q - d0135/A/1608,A1 - monomer,F1 - I222,d0135a,True,True,False,False,False,False,False,True,False,False,True
d0829a,DNV2_NS5A-x0829_A_1701_v1,DNV2_NS5A-x0829,Z383325512,CC(=O)NCc1cn[nH]c1,DNV2_NS5A-x0135/A/871/A_v1,False,8a - DNV2_NS5A-x0135/A/1608,8 - DNV2_NS5A-x0135/A/1608/1,F1q - DNV2_NS5A-x0135/A/1608/1,A1 - monomer,F1 - I222,8a - d0135/A/1608,8 - d0135/A/1608/1,F1q - d0135/A/1608,A1 - monomer,F1 - I222,8a - d0135/A/1608,8 - d0135/A/1608/1,F1q - d0135/A/1608,A1 - monomer,F1 - I222,d0829a,True,True,False,False,False,False,False,True,False,False,True
d0160c,DNV2_NS5A-x0160_A_1701_v1,DNV2_NS5A-x0160,Z4628744292,Cc1cn[nH]c1-c1ccncc1,DNV2_NS5A-x0160/A/398/A_v1,False,16a - DNV2_NS5A-x0160/A/1701,16 - DNV2_NS5A-x0160/A/1701/1,F1y - DNV2_NS5A-x0160/A/1701/1,A1 - monomer,F1 - I222,16a - d0160/A/1701,16 - d0160/A/1701/1,F1y - d0160/A/1701,A1 - monomer,F1 - I222,16a - d0160/A/1701,16 - d0160/A/1701/1,F1y - d0160/A/1701,A1 - monomer,F1 - I222,d0160c,True,True,False,False,False,False,False,True,False,False,True
d0172a,DNV2_NS5A-x0172_A_1701_v1,DNV2_NS5A-x0172,Z53825479,CS(=O)(=O)NC1CCCC1,DNV2_NS5A-x0172/A/486/A_v1,False,5a - DNV2_NS5A-x0172/A/1701,5 - DNV2_NS5A-x0172/A/1701/1,F1l - DNV2_NS5A-x0172/A/1701/1,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,d0172a,True,True,False,False,False,False,False,True,True,False,False
d0378a,DNV2_NS5A-x0378_A_1707_v1,DNV2_NS5A-x0378,Z1079168976,N#CCc1nccn1CC(F)(F)F,DNV2_NS5A-x0172/A/486/A_v1,False,5a - DNV2_NS5A-x0172/A/1701,5 - DNV2_NS5A-x0172/A/1701/1,F1l - DNV2_NS5A-x0172/A/1701/1,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,d0378a,True,True,False,False,False,False,False,True,True,False,False
d0472b,DNV2_NS5A-x0472_A_2201_v1,DNV2_NS5A-x0472,Z1262628644,Nc1cccnc1-n1cccc1,DNV2_NS5A-x0172/A/486/A_v1,False,5a - DNV2_NS5A-x0172/A/1701,5 - DNV2_NS5A-x0172/A/1701/1,F1l - DNV2_NS5A-x0172/A/1701/1,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,d0472b,True,True,False,False,False,False,False,True,True,False,False
d0741a,DNV2_NS5A-x0741_A_1608_v1,DNV2_NS5A-x0741,Z291279160,NC(=S)Nc1ccccc1OC(F)(F)F,DNV2_NS5A-x0172/A/486/A_v1,False,5a - DNV2_NS5A-x0172/A/1701,5 - DNV2_NS5A-x0172/A/1701/1,F1l - DNV2_NS5A-x0172/A/1701/1,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,5a - d0172/A/1701,5 - d0172/A/1701/1,F1l - d0172/A/1701,A1 - monomer,F1 - I222,d0741a,True,True,False,False,False,False,False,True,True,False,False
d0210b,DNV2_NS5A-x0210_A_1608_v1,DNV2_NS5A-x0210,Z56953052,O=S(=O)(c1ccc(F)cc1)N1CCNCC1,DNV2_NS5A-x0210/A/750/A_v1,False,7a - DNV2_NS5A-x0210/A/1608,7 - DNV2_NS5A-x0210/A/1608/1,F1o - DNV2_NS5A-x0210/A/1608/1,A1 - monomer,F1 - I222,7a - d0210/A/1608,7 - d0210/A/1608/1,F1o - d0210/A/1608,A1 - monomer,F1 - I222,7a - d0210/A/1608,7 - d0210/A/1608/1,F1o - d0210/A/1608,A1 - monomer,F1 - I222,d0210b,True,True,False,False,False,False,False,True,False,False,True
d0379b,DNV2_NS5A-x0379_A_2102_v1,DNV2_NS5A-x0379,Z1079512010,Cc1cc(Cn2nc(C)ccc2=O)on1,DNV2_NS5A-x0210/A/750/A_v1,False,7a - DNV2_NS5A-x0210/A/1608,7 - DNV2_NS5A-x0210/A/1608/1,F1o - DNV2_NS5A-x0210/A/1608/1,A1 - monomer,F1 - I222,7a - d0210/A/1608,7 - d0210/A/1608/1,F1o - d0210/A/1608,A1 - monomer,F1 - I222,7a - d0210/A/1608,7 - d0210/A/1608/1,F1o - d0210/A/1608,A1 - monomer,F1 - I222,d0379b,True,True,False,False,False,False,False,True,False,False,True
d0571a,DNV2_NS5A-x0571_A_1801_v1,DNV2_NS5A-x0571,Z1685106505,Cn1ccnc1-c1noc(C2CCC2)n1,DNV2_NS5A-x0210/A/750/A_v1,False,7a - DNV2_NS5A-x0210/A/1608,7 - DNV2_NS5A-x0210/A/1608/1,F1o - DNV2_NS5A-x0210/A/1608/1,A1 - monomer,F1 - I222,7a - d0210/A/1608,7 - d0210/A/1608/1,F1o - d0210/A/1608,A1 - monomer,F1 - I222,7a - d0210/A/1608,7 - d0210/A/1608/1,F1o - d0210/A/1608,A1 - monomer,F1 - I222,d0571a,True,True,False,False,False,False,False,True,False,False,True
