Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] Dimer Site,[Other] Active Site,[Other] Herbicide Site
fa1959a,FATAATA-x1959_A_401_v1,FATAATA-x1959,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1959a,False,False,True
fa1959c,FATAATA-x1959_B_360_v1,FATAATA-x1959,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1959a,False,False,False
fa1966a,FATAATA-x1966_A_401_v1,FATAATA-x1966,Z53825479,CS(=O)(=O)NC1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1966a,False,False,True
fa1966b,FATAATA-x1966_B_401_v1,FATAATA-x1966,Z53825479,CS(=O)(=O)NC1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1966a,False,False,False
fa1968d,FATAATA-x1968_B_402_v1,FATAATA-x1968,Z54226006,O=C(c1c(F)cccc1F)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1968b,False,False,True
fa1968a,FATAATA-x1968_A_401_v1,FATAATA-x1968,Z54226006,O=C(c1c(F)cccc1F)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1968a,False,True,False
fa1968c,FATAATA-x1968_B_401_v1,FATAATA-x1968,Z54226006,O=C(c1c(F)cccc1F)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1968a,False,False,False
fa1968b,FATAATA-x1968_A_402_v1,FATAATA-x1968,Z54226006,O=C(c1c(F)cccc1F)N1CCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1968b,False,False,True
fa1974a,FATAATA-x1974_A_401_v1,FATAATA-x1974,Z54633859,CN(CCO)c1ccccn1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1974a,False,False,True
fa1974b,FATAATA-x1974_B_360_v1,FATAATA-x1974,Z54633859,CN(CCO)c1ccccn1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1974a,False,False,False
fa1979a,FATAATA-x1979_A_401_v1,FATAATA-x1979,Z54984227,CNc1ccc2ccccc2n1,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168+A+400,4 - FATAATA-x1168+A+400+1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1979a,False,True,False
fa1979b,FATAATA-x1979_B_401_v1,FATAATA-x1979,Z54984227,CNc1ccc2ccccc2n1,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168+A+400,4 - FATAATA-x1168+A+400+1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1979a,False,False,False
fa1985f,FATAATA-x1985_B_601_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1985b,False,False,True
fa1985d,FATAATA-x1985_A_403_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168+A+400,4 - FATAATA-x1168+A+400+1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1985d,False,False,False
fa1985h,FATAATA-x1985_B_602_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1168/A/142/A_v1,False,4a - FATAATA-x1168+A+400,4 - FATAATA-x1168+A+400+1,F1d - FATAATA-x1168/A/400/1,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,4a - fa1168+A+400,4 - fa1168+A+400+1,F1d - fa1168/A/400,A1 - dimer,F1 - original-I222,fa1985d,False,False,False
fa1985a,FATAATA-x1985_A_401_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1985a,False,True,False
fa1985e,FATAATA-x1985_B_501_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1985a,False,False,False
fa1985b,FATAATA-x1985_A_402_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1985b,False,False,True
fa1985c,FATAATA-x1985_A_360_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1985c,False,True,False
fa1985g,FATAATA-x1985_B_401_v1,FATAATA-x1985,Z55993012,CCN(CC)C(=O)c1ccc(N)cc1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1985c,False,False,False
fa1991a,FATAATA-x1991_A_401_v1,FATAATA-x1991,Z56813508,N#CCC(=O)NC1CCCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1991a,False,False,True
fa1991b,FATAATA-x1991_B_401_v1,FATAATA-x1991,Z56813508,N#CCC(=O)NC1CCCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1991a,False,False,False
fa1996a,FATAATA-x1996_A_401_v1,FATAATA-x1996,Z56880342,CCNC(=O)Nc1cc(C)on1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1996a,False,False,True
fa1996b,FATAATA-x1996_B_401_v1,FATAATA-x1996,Z56880342,CCNC(=O)Nc1cc(C)on1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1996a,False,False,False
fa2004a,FATAATA-x2004_A_401_v1,FATAATA-x2004,Z56960248,CNC[C@@H]1COc2ccccc2O1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2004a,False,False,True
fa2004b,FATAATA-x2004_B_401_v1,FATAATA-x2004,Z56960248,CNC[C@@H]1COc2ccccc2O1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2004a,False,False,False
fa2006a,FATAATA-x2006_A_401_v1,FATAATA-x2006,Z56978034,O=C([O-])COc1ccc(F)cc1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa2006a,False,True,False
fa2006b,FATAATA-x2006_B_360_v1,FATAATA-x2006,Z56978034,O=C([O-])COc1ccc(F)cc1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa2006a,False,False,False
fa2010a,FATAATA-x2010_A_360_v1,FATAATA-x2010,Z57122377,CN1CCN(C(=O)c2ccc(F)c(F)c2)CC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2010a,False,True,False
fa2010b,FATAATA-x2010_B_401_v1,FATAATA-x2010,Z57122377,CN1CCN(C(=O)c2ccc(F)c(F)c2)CC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2010a,False,False,False
fa2025a,FATAATA-x2025_A_361_v1,FATAATA-x2025,Z57744712,CN(C)S(=O)(=O)N1CCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2025a,False,False,True
fa2025b,FATAATA-x2025_B_401_v1,FATAATA-x2025,Z57744712,CN(C)S(=O)(=O)N1CCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2025a,False,False,False
fa2032a,FATAATA-x2032_A_401_v1,FATAATA-x2032,Z608065044,CN(C)S(=O)(=O)c1cn[nH]c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2032a,False,False,True
fa2032b,FATAATA-x2032_B_401_v1,FATAATA-x2032,Z608065044,CN(C)S(=O)(=O)c1cn[nH]c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2032a,False,False,False
fa2035a,FATAATA-x2035_A_401_v1,FATAATA-x2035,Z666290862,CC(C)(C)c1cn2cccnc2n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2035a,False,False,True
fa2035b,FATAATA-x2035_B_360_v1,FATAATA-x2035,Z666290862,CC(C)(C)c1cn2cccnc2n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2035a,False,False,False
fa2040a,FATAATA-x2040_A_401_v1,FATAATA-x2040,Z69092635,Cc1noc(C)c1C(=O)NCCC1=CCCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2040a,False,False,True
fa2040b,FATAATA-x2040_B_401_v1,FATAATA-x2040,Z69092635,Cc1noc(C)c1C(=O)NCCC1=CCCCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2040a,False,False,False
fa2044a,FATAATA-x2044_A_361_v1,FATAATA-x2044,Z728939702,CNc1cnc2ccccc2n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa2044a,False,True,False
fa2044b,FATAATA-x2044_B_360_v1,FATAATA-x2044,Z728939702,CNc1cnc2ccccc2n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa2044a,False,False,False
fa2045a,FATAATA-x2045_A_361_v1,FATAATA-x2045,Z729024430,CCN(CC)C(=O)c1ccnc(C)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2045a,False,False,True
fa2045b,FATAATA-x2045_B_401_v1,FATAATA-x2045,Z729024430,CCN(CC)C(=O)c1ccnc(C)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2045a,False,False,False
fa2047a,FATAATA-x2047_A_402_v1,FATAATA-x2047,Z73240835,Cc1csc(NC(=O)C2CCOCC2)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2047a,False,False,True
fa2047b,FATAATA-x2047_B_401_v1,FATAATA-x2047,Z73240835,Cc1csc(NC(=O)C2CCOCC2)n1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2047a,False,False,False
fa2053a,FATAATA-x2053_A_361_v1,FATAATA-x2053,Z751811134,CN(C)S(=O)(=O)c1cccnc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2053a,False,False,True
fa2053b,FATAATA-x2053_B_360_v1,FATAATA-x2053,Z751811134,CN(C)S(=O)(=O)c1cccnc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2053a,False,False,False
fa2057a,FATAATA-x2057_A_401_v1,FATAATA-x2057,Z760048004,Cc1cccc(NC(=O)[C@@H]2CCCN2)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa2057a,False,True,False
fa2057b,FATAATA-x2057_B_360_v1,FATAATA-x2057,Z760048004,Cc1cccc(NC(=O)[C@@H]2CCCN2)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985+A+360,3 - FATAATA-x1985+A+360+1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,3a - fa1985+A+360,3 - fa1985+A+360+1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa2057a,False,False,False
fa2059a,FATAATA-x2059_A_360_v1,FATAATA-x2059,Z768399682,C[C@@H]1CN(C(=O)c2cnsn2)[C@H](C)CO1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840+A+401,1 - FATAATA-x1840+A+401+1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,1a - fa1840+A+401,1 - fa1840+A+401+1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa2059a,False,False,True
